artist,genre
Dreamville,No Genre
Stunna 4 Vegas,No Genre
Skepta,Grime
Skepta,Uk Grime
Lil XXEL,No Genre
JAY‐Z,Boom Bap
JAY‐Z,R&B
JAY‐Z,Hip Hop
JAY‐Z,Grammy Winner
Johnny Paycheck,Country
Jackson Breit,No Genre
Ambjaay,No Genre
Eminem,Rap
Eminem,Hip Hop
Logic,Hip Hop
Logic,Rap
Jacquees,R&B
Jacquees,Trap
Summer Walker,R&B
Yung Bans,Rap
Pradababy,Rap
Nipsey Hussle,Hip Hop
Gucci Mane,Rap
Nebu Kiniza,No Genre
2KBABY,No Genre
NoCap,Trap
Turbo,Heavy Metal
Turbo,Thrash Metal
The Kid LAROI,Rap
The Kid LAROI,English
The Kid LAROI,Hip Hop
Baby Keem,Hip Hop
Baby Keem,Trap
Lord Finesse,Hip Hop
Marty Robbins,50S
Marty Robbins,60S
Marty Robbins,70S
Marty Robbins,80S
Marty Robbins,Country
Sebastin Sanjay,Hip Hop
The Flight,No Genre
Wale,Hip Hop
Wale,R&B
H20 Hadd,Hip Hop
Eric Bellinger,R&B
Flipp Dinero,Rap
YFN Lucci,No Genre
Iyaz,R&B
Iyaz,Hip Hop
Iyaz,Reggae
Iyaz,Pop
Akon,2000S
Akon,American
Akon,R&B
Akon,Hip Hop
Earl Sweatshirt,Hip Hop
King Von,Drill
Miguel,R&B
Toro y Moi,Chillwave
Three Days Grace,Rock
The Beatnuts,Hip Hop
The Gap Band,Funk
The Gap Band,Quiet Storm
Supa Bwe,Hip Hop
SOB X RBE,Hyphy
Sheck Wes,Trap
Rich Brian,Hip Hop
PRhyme,Hip Hop
Cal-A,Electronic
Lil' Flip,Hip Hop
Lil' Flip,Crunk
Alison Wonderland,Trap
Alison Wonderland,Electronic
Ball Park Music,Pop
Ball Park Music,Rock
Ball Park Music,Neo-Psychedelia
Black Veil Brides,Emo
Black Veil Brides,Screamo
Dribble2much,No Genre
Dua Lipa,Pop
Good Times Ahead,Electronic
Good Times Ahead,Trap
Good Times Ahead,Hip Hop
Higher Brothers,Hip Hop
Higher Brothers,R&B
A$AP Twelvyy,Hip Hop
Mase,Hip Hop
Mase,Rap
C+C Music Factory,Pop
C+C Music Factory,Electronic
C+C Music Factory,Queer
Naughty By Nature,Hip Hop
Sammy Hagar,Glam Metal
Sammy Hagar,Classical
Sammy Hagar,Rock
Outkast,Hip Hop
They Might Be Giants,Rock
They Might Be Giants,Pop
They Might Be Giants,Children'S Music
Nas,Hip Hop
Dame D.O.L.L.A.,Hip Hop
Rag’n’Bone Man,Blues
Rag’n’Bone Man,R&B
Gang Starr,Hip Hop
Gang Starr,Boom Bap
Bag Raiders,Electronic
Club Dogo,Trap
Major Lazer,Moombahton
Jamie xx,Electronic
Jamie xx,Future Garage
Jamie xx,Rap
G‐Eazy,Hip Hop
G‐Eazy,Trap
Kiiara,R&B
Kiiara,Pop
Lil’ Kleine,Pop
Lil’ Kleine,Rap
The Internet,R&B
Franz Schubert,Austrian
Franz Schubert,Austrian Composer
Franz Schubert,Classical
Franz Schubert,Composer
Diddy,Hip Hop
Jain,Pop
Christian De La Torre,No Genre
Ghemon,No Genre
Yuksek,Nu Disco
Yuksek,Electronic
Yuksek,Pop
The 1975,Pop
The 1975,Rock
Kali Uchis,R&B
Kali Uchis,Pop
mgk,English
mgk,Hip Hop
mgk,Pop
mgk,Rap
M.I.A.,Hip Hop
M.I.A.,Electronic
Friendly Fires,New Rave
Friendly Fires,Electronic
Santigold,Electronic
Santigold,Hip Hop
Santigold,Rock
Santigold,New Wave
Santigold,Pop
Emicida,Hip Hop
Emicida,Nova Mpb
Ana Tijoux,Hip Hop
AM444,Alternative
AM444,Downtempo
AM444,Electronic
AM444,Pop
AM444,Trip-Hop
Dynamicduo,Rap
Dynamicduo,Pop
Living Colour,Rock
Jeru The Damaja,Hip Hop
Jeru The Damaja,Boom Bap
A Tribe Called Quest,Rap
A Tribe Called Quest,Hip Hop
Afrika Bambaataa,Miami Bass
Afrika Bambaataa,Funk Melody
Afrika Bambaataa,Hip Hop
Black Rebel Motorcycle Club,Southern Gothic
Black Rebel Motorcycle Club,Rock
Busta Rhymes,Hip Hop
Clipse,Hip Hop
Death From Above 1979,Rock
Depeche Mode,New Wave
Depeche Mode,Pop
Depeche Mode,Darkwave
Junior Wells,Blues
Ms. Lauryn Hill,R&B
Missy Elliott,Hip Hop
No Doubt,2008 Universal Fire Victim
No Doubt,Rock
No Doubt,Pop
Pharrell Williams,R&B
Pharrell Williams,Hip Hop
Pharrell Williams,Pop
Pharrell Williams,Rap
Public Enemy,Hip Hop
Public Enemy,Soundtrack
Ratatat,Alternative
Ratatat,Electronic
Ratatat,American
Ratatat,Américain
Ratatat,Composer
Red Hot Chili Peppers,Rock
Snoop Dogg,G-Funk
Snoop Dogg,Hip Hop
Snoop Dogg,Rap
Strafe,Freestyle
The Black Keys,Rock
The Black Keys,Blues
The Rapture,New Rave
The Rapture,Electronic
The Strokes,Rock
Martin O'Donnell,Soundtrack
Video Games Live,Classical
Video Games Live,Game Music
Aaron Taos,No Genre
Rob Inglis,Audio Drama
Fetty Wap,2010S
Fetty Wap,R&B
Fetty Wap,Hip Hop
Fetty Wap,Rap
Fetty Wap,Trap
Coi Leray,Rap
Coi Leray,Trap
Ellie Goulding,Electronic
Ellie Goulding,R&B
Ellie Goulding,Pop
Peaches,Punk
Peaches,Electronic
Lou Reed,Rock
Lou Reed,Noise
Lou Reed,Pop
Barlito,No Genre
Ant Beale,No Genre
6ix9ine,2010S
6ix9ine,Drill
6ix9ine,Hip Hop
Lil Zechariah,Rap
A$AP Rocky,Rap
Da Rebel,No Genre
RONNY J,Trap
YBN (Young Boss Niggas),No Genre
Halsey,2010S
Halsey,2020S
Halsey,Pop
Halsey,R&B
Halsey,Rock
Lud Foe,Drill
Stevie Wonder,Soundtrack
Stevie Wonder,Funk
Stevie Wonder,Grammy Winner
Stevie Wonder,Pop
Ed Sheeran,Pop
Shotgun Willy,Hip Hop
Shotgun Willy,Rap
Apollo Fresh,Anime
Apollo Fresh,Rap
Bklue Rollxn,No Genre
PRETTYMUCH,Boy Band
PRETTYMUCH,Pop
2Pac,Hip Hop
2Pac,Rap
2Pac,G-Funk
Jumper,Pop
Roy Woods,Trap
Lil Peep,Rap
Love Cocchi,No Genre
C5,R&B
C5,Hip Hop
LPB Poody,English
LPB Poody,Hip Hop
LPB Poody,Rap
LPB Poody,Trap
Moneybagg Yo,Hip Hop
Moneybagg Yo,Trap
A$AP Mob,Rap
A$AP Mob,Hip Hop
A$AP Mob,Trap
Cavetown,Pop
Fisher,Electronic
Andrea Matteu,No Genre
Jess Glynne,Electronic
Jess Glynne,R&B
Jess Glynne,Pop
Becky G,Latin
USHER,R&B
Owl City,No Genre
Fun Fun,Italo-Disco
Coldplay,Rock
Coldplay,Pop
Coldplay,Big Music
Coldplay,British
Sean Kingston,Iswcs Pending
Sean Kingston,Pop
Sean Kingston,Rap
Sean Kingston,R&B
Curly J,Electronic
AZ Chike,Hyphy
One Direction,Boy Band
One Direction,Pop
Richard Wagner,Classical
Richard Wagner,Composer
Richard Wagner,European
Richard Wagner,German
Sheem Kluaf,No Genre
MuK,Electronic
MuK,Trap
Shawn Mendes,No Genre
Billie Eilish,2010S
Billie Eilish,2020S
Billie Eilish,Pop
Billie Eilish,R&B
Big Sean,Hip Hop
Big Sean,Rap
Big Sean,R&B
Controlled Analogue Programming,No Genre
Tyla Yaweh,Rap
MIGHTY WARRIORS,Rap
Jeremih,R&B
Jeremih,Rap
Jeremih,Wonky
Speaker Knockerz,No Genre
Stunt Taylor,Drill
YG,Hyphy
Boslen,No Genre
StaySolidRocky,English
StaySolidRocky,Hip Hop
StaySolidRocky,Rap
MBNel,No Genre
Juice Music,No Genre
Jaden,Hip Hop
Jaden,Nepo Baby
Jaden,Rap
Bizzy Banks,Drill
Taylor Swift,2000S
Taylor Swift,2010S
Taylor Swift,2020S
Taylor Swift,Pop
Taylor Swift,Artist Of The Decade
Lil Nas X,2020S
Lil Nas X,Hip Hop
Lil Nas X,Lgbtqi
Lil Nas X,Rap
Lil Nas X,Queer
Anderson .Paak,Alternative
Anderson .Paak,Hip Hop
Anderson .Paak,R&B
Caramella Girls,Nightcore
Caramella Girls,Pop
DJ TikTok,Funkot
DJ TikTok,Koplo
Rizky Ayuba,Budots
Rizky Ayuba,Anime
Karen Aoki,Anime
Geek Music,Anime
Sliverk,Anime
Miura Jam,Anime
Yugo Kanno,Anime
Yugo Kanno,Soundtrack
batta,Anime
batta,Rock
KJ Balla,Drill
POORSTACY,Rap
Boom,No Genre
Shayne Orok,Anime
Shayne Orok,Pop
Justin Rarri,Rap
Lil Eazzyy,Drill
ShooterGang Kony,Hyphy
WhoHeem,No Genre
Kane Brown,Country
Kane Brown,Pop
Home,Vaporwave
Home,Synthwave
Home,Chillwave
Evade,No Genre
42 Dugg,2020S
42 Dugg,42 Dugg
42 Dugg,Detroit
42 Dugg,Trap
42 Dugg,Hip Hop
Ben10,No Genre
RL Grime,Trap
RL Grime,Electronic
Cmack,No Genre
Aminé,Hip Hop
The Weeknd,2010S
The Weeknd,2020S
The Weeknd,R&B
The Weeknd,Pop
BROCKHAMPTON,Experimental
BROCKHAMPTON,Hip Hop
BROCKHAMPTON,Rap
Albert Miliano,No Genre
Swae Lee,R&B
Swae Lee,Rap
Swae Lee,Hip Hop
TheHxliday,No Genre
Jessie Reyez,R&B
Jessie Reyez,Swing
MASN,No Genre
Curly,Acoustic
Curly,Curly
Curly,Emo
Curly,Pop
Frank Ocean,R&B
Frank Ocean,Pop
Frank Ocean,Queer
YK Osiris,No Genre
Jasiah,Trap
gianni & kyle,No Genre
Styles P,Hip Hop
Octavian,Grime
Octavian,Uk Grime
Octavian,Afroswing
Majid Jordan,R&B
iLoveMakonnen,R&B
iLoveMakonnen,Hip Hop
iLoveMakonnen,Rap
iLoveMakonnen,Trap
Action Bronson,Hip Hop
Stokeswood,No Genre
Nico Vega,Southern Gothic
The Moth & The Flame,Rock
Glenn Miller,American
Glenn Miller,Big Band
Glenn Miller,Jazz
Glenn Miller,Swing
Tigertown,No Genre
Grimes,Pop
Chairlift,Electronic
Chairlift,Pop
"Now, Now",Rock
Lizzo,R&B
Lizzo,Hip Hop
Lizzo,Rap
Sam Sparro,Pop
Sam Sparro,Queer
Sam Sparro,R&B
CRO,Hip Hop
CRO,German Indie
CRO,Pop
X Ambassadors,Rock
X Ambassadors,Pop
Shakira,Pop
Big Gigantic,Electronic
Mobb Deep,Hip Hop
Mobb Deep,Rap
Peggy Lee,Adult Standards
Peggy Lee,Big Band
Peggy Lee,Blues
Peggy Lee,Cast Recordings
Peggy Lee,Easy Listening
Sean Paul,Electronic
Joey Bada$$,Hip Hop
Joey Bada$$,Rap
Pi’erre Bourne,Rap
BADBADNOTGOOD,Hip Hop
EarthGang,Hip Hop
T‐Pain,R&B
T‐Pain,Pop
T‐Pain,Hip Hop
T‐Pain,Rap
Calvin Harris,Electronic
Soledad Bravo,No Genre
Q,R&B
Swoosh God,Drill
1K Phew,Hip Hop
1K Phew,R&B
1K Phew,Christian
1K Phew,Rap
Evil Empire,Punk
Iamsu!,Hyphy
HONEST BOYZ(R),Rap
Michael Jackson,American
Michael Jackson,Boogie
Michael Jackson,R&B
Michael Jackson,Cultural Icon
Michael Jackson,Pop
The Heavy,Blues
The Heavy,Funk
The Heavy,Rock
The Heavy,R&B
Woody Jackson,_Edit
Woody Jackson,Session
Woody Jackson,Spaghetti Western
Woody Jackson,Vgm
Woody Jackson,Game Music
Rex Allen,Country
Daniel Lanois,Adult Contemporary
Daniel Lanois,Rock
Daniel Lanois,Ambient
Daniel Lanois,Pop
Daniel Lanois,Breakcore
Hans Zimmer,Soundtrack
Augusto Martelli,No Genre
TOTO,Rock
THE DU,Anime
Hiroaki Tommy Tominaga,Anime
Friedrich Habetler,Anime
Eli Fross,Drill
Bïa,No Genre
PelleK,Anime
Leaf Lzz,No Genre
Stunna Gambino,No Genre
Robin Schulz,Electronic
Maroon 5,Pop
MKTO,No Genre
twenty one pilots,Electronic
twenty one pilots,Hip Hop
twenty one pilots,Pop
twenty one pilots,Rap
twenty one pilots,Rock
Justin Bieber,2010S
Justin Bieber,2020S
Justin Bieber,Pop
Justin Bieber,Rap
Swedish House Mafia,Electronic
Flo Rida,Pop
Flo Rida,Electronic
Flo Rida,Soundtrack
Flo Rida,Happy
Armin van Buuren,Electronic
Mike Posner,Electronic
Mike Posner,R&B
Mike Posner,Pop
Selena Gomez,2010S
Selena Gomez,2020S
Selena Gomez,Pop
Selena Gomez,R&B
The Neighbourhood,Rock
The Neighbourhood,Pop
The Neighbourhood,Tumblr
Justin Timberlake,2000S
Justin Timberlake,Boogie
Justin Timberlake,R&B
Justin Timberlake,Pop
Justin Timberlake,Disco
Childish Gambino,R&B
Childish Gambino,Hip Hop
Childish Gambino,Nuno
Ariana Grande,Pop
Carly Rae Jepsen,Electronic
Carly Rae Jepsen,Pop
Carly Rae Jepsen,Disco
Carly Rae Jepsen,Folk
Taio Cruz,R&B
Taio Cruz,Pop
Cody Simpson,R&B
Cody Simpson,Pop
Nico & Vinz,Afrobeat
Nico & Vinz,Hip Hop
Nico & Vinz,Pop
Nico & Vinz,Blues
Katy Perry,Pop
Macklemore & Ryan Lewis,Hip Hop
Macklemore & Ryan Lewis,Rap
Avril Lavigne,Rock
Avril Lavigne,Pop
Avril Lavigne,Adult Contemporary
Travie McCoy,Hip Hop
Travie McCoy,Pop
Travie McCoy,Rap
Phillip Phillips,Pop
Destiny’s Child,Christmas Music
Destiny’s Child,R&B
Destiny’s Child,Pop
Rascal Flatts,Country
Get 'em Wet,No Genre
Yung Lean,R&B
Yung Lean,Pop
Yung Lean,Rap
Yung Lean,Hip Hop
Pressa,No Genre
javeco,No Genre
Nightcore,Nightcore
Kid Cudi,Hip Hop
Kid Cudi,Rap
Kid Cudi,Trap
Kid Cudi,Us
David Guetta,Electronic
The Wanted,Boy Band
The Wanted,Pop
Capital Cities,Electronic
Capital Cities,Pop
Capital Cities,Rock
Capital Cities,Instrumental
Anna Kendrick,Children'S Music
Mike Oldfield,Ambient
Mike Oldfield,Experimental
Mike Oldfield,British
Mike Oldfield,Celtic Fusion
Mike Oldfield,Classical
Plain White T’s,Rock
Plain White T’s,American
Plain White T’s,Américain
Plain White T’s,Pop
Randy Newman,Country
Randy Newman,Children'S Music
Randy Newman,Classical
Randy Newman,Comedy
Far East Movement,Pop
Far East Movement,Electronic
Far East Movement,Hip Hop
Foster the People,Alternative
Foster the People,Pop
Foster the People,Indie
Starship,Rock
Starship,Classical
Starship,Pop
Neon Trees,Indie
Neon Trees,Provo
Neon Trees,Utah
Hot Chelle Rae,No Genre
Rixton,Boy Band
Rixton,Pop
Jason Derulo,2010S
Jason Derulo,R&B
Jason Derulo,Electronic
Jason Derulo,Pop
Jason Derulo,English
Black Eyed Peas,Pop
Black Eyed Peas,Electronic
Black Eyed Peas,Hip Hop
Black Eyed Peas,Rap
Lupe Fiasco,Hip Hop
Yellow Magic Orchestra,Pop
Yellow Magic Orchestra,Electronic
Andy Grammer,Adult Contemporary
Andy Grammer,Pop
Andy Grammer,Funk
The All-American Rejects,Pop
The All-American Rejects,Emo
American Authors,Pop
American Authors,Rock
Milky Chance,Folk
Milky Chance,Pop
John Legend,Pop
John Legend,R&B
P!nk,2000S
P!nk,2010S
P!nk,R&B
P!nk,Pop
Panic! At The Disco,Emo
Big Time Rush,Boy Band
Big Time Rush,Pop
Outasight,Pop
Outasight,Hip Hop
Outasight,Rap
Outasight,Rock
M83,Alternative
M83,Rock
M83,Ambient
M83,Pop
M83,Electronic
Miley Cyrus,2010S
Miley Cyrus,R&B
Miley Cyrus,Pop
Fall Out Boy,Emo
Fall Out Boy,Pop
Fitz and the Tantrums,R&B
Fitz and the Tantrums,Electronic
Fitz and the Tantrums,Indie Funk
Fitz and the Tantrums,Pop
LMFAO,2010S
LMFAO,Rap
LMFAO,Pop
LMFAO,Electronic
TheFatRat,Electronic
TheFatRat,Glitch
Sara Bareilles,Pop
Sara Bareilles,Rock
AJR,2010S
AJR,Pop
Cher Lloyd,Pop
Cher Lloyd,Rap
Of Monsters and Men,Pop
Bridgit Mendler,Pop
Bridgit Mendler,R&B
Jennifer Lopez,R&B
Jennifer Lopez,Electronic
Jennifer Lopez,Pop
Lady Gaga,Pop
Janeen Brady,No Genre
Estelle,R&B
Estelle,Pop
Estelle,Funktronica
Meghan Trainor,2010S
Meghan Trainor,R&B
Meghan Trainor,Pop
Meghan Trainor,Doo-Wop
Austin Mahone,R&B
Austin Mahone,Pop
TobyMac,Christian
TobyMac,Pop
TobyMac,Ccm
TobyMac,Rock
TobyMac,Hip Hop
TobyMac,Electronic
TobyMac,Worship
Sia,Pop
Sia,Australian
Tiësto,Electronic
Tiësto,Big Room
Passenger,Pop
Hozier,Pop
Hozier,Alternative
Hozier,Rock
Hozier,Blues
Robin Thicke,2008 Universal Fire Victim
Robin Thicke,R&B
Robin Thicke,Hip Hop
Sam Smith,Pop
Mark Ronson,Pop
Mark Ronson,English
Mark Ronson,Nu Disco
Zara Larsson,Pop
Zara Larsson,R&B
Olly Alexander,Pop
Olly Alexander,Electronic
Olly Alexander,Eurovision 2024 Artists
DJ Snake,2010S
DJ Snake,R&B
DJ Snake,Electronic
Hailee Steinfeld,Pop
Hailee Steinfeld,Nuno
Jonas Blue,Electronic
ZAYN,Pop
ZAYN,R&B
Rudimental,Electronic
Rudimental,Jungle
Rudimental,Jazz
The Band Perry,Country
Diddy – Dirty Money,Hip Hop
Diddy – Dirty Money,Rap
Britney Spears,Pop
Nelly,R&B
Nelly,Hip Hop
Nelly,Rap
Christina Perri,Pop
GRe4N BOYZ,No Genre
Selena Gomez & the Scene,R&B
Selena Gomez & the Scene,Pop
Gotye,Pop
Gotye,Downtempo
Gotye,Electronic
Kelly Clarkson,Christmas
Jason Mraz,Pop
Alex Clare,Rock
Alex Clare,Electronic
Alex Clare,R&B
The Lumineers,Pop
The Lumineers,Folk
Jon Pardi,Country
Nicki Minaj,2010S
Nicki Minaj,Hip Hop
Nicki Minaj,Electronic
Nicki Minaj,Late 2000S
Baauer,Trap
Florida Georgia Line,Country
Florida Georgia Line,Pop
JAY-Z,Hip Hop
JAY-Z,Rap
will.i.am,Hip Hop
will.i.am,Pop
will.i.am,Rap
AWOLNATION,Rock
AWOLNATION,Pop
Icona Pop,Pop
Icona Pop,Electronic
Lana Del Rey,2010S
Lana Del Rey,2020S
Lana Del Rey,Alternative
Lana Del Rey,Pop
Mumford & Sons,Folk
Mumford & Sons,Rock
Ylvis,Comedy
A Great Big World,Pop
Idina Menzel,Musical
Disclosure,Electronic
Charli xcx,Pop
Paramore,Pop
Paramore,Emo
Aloe Blacc,2010S
Aloe Blacc,R&B
Echosmith,Pop
Martin Garrix,Electronic
Naughty Boy,Pop
Naughty Boy,R&B
Naughty Boy,Uk Garage
Rachel Platten,Pop
Alessia Cara,2010S
Alessia Cara,2020S
Alessia Cara,Adult Alternative
Alessia Cara,R&B
Portugal. The Man,Experimental
Portugal. The Man,Rock
Portugal. The Man,Neo-Psychedelia
Portugal. The Man,Progressive
Lil Dicky,American
Lil Dicky,California
Lil Dicky,Comedy
Lil Dicky,Hip Hop
Lil Dicky,Rap
Nightcore Dreams,Nightcore
Daya,Pop
Popp Hunna,No Genre
Chief Keef,Drill
Ant Saunders,No Genre
Ramz,Afroswing
Ramz,Grime
blackbear,R&B
blackbear,English
blackbear,Hip Hop
blackbear,Rap
Guns N’ Roses,Classical
Guns N’ Roses,Rock
Guns N’ Roses,Glam Metal
DUSTY LOCANE,Drill
Wolfgang Amadeus Mozart,Austrian
Wolfgang Amadeus Mozart,Austrian Composer
Wolfgang Amadeus Mozart,Classical
Wolfgang Amadeus Mozart,Composer
BigKayBeezy,Drill
Paul McCartney,70S
Paul McCartney,80S
Paul McCartney,90S
Paul McCartney,British
Paul McCartney,Pop
物語シリーズ,Anime
物語シリーズ,Pop
milet,Anime
milet,Pop
milet,Rock
EDEN,Pop
EDEN,Indietronica
ヨルシカ,Pop
ヨルシカ,Rock
ヨルシカ,Japanese Indie
ヨルシカ,Anime
George Ezra,Rock
George Ezra,Blues
George Ezra,Folk
Chipmusic Heroes,Anime
HIRAGANA KAMIYADO,Anime
Olivia Rodrigo,2020S
Olivia Rodrigo,Pop
Olivia Rodrigo,Musical
Boney M.,Disco
Billy Joel,Rock
Kardinal Offishall,Hip Hop
Kardinal Offishall,Rap
TK from Ling tosite sigure,Anime
TK from Ling tosite sigure,Rock
TK from Ling tosite sigure,Pop
Jonathan Parecki,Anime
Jonathan Parecki,Vocaloid
Masatoshi Ono,Anime
NIGHTMARE,Visual Kei
NIGHTMARE,Anime
NIGHTMARE,Rock
Sawano Hiroyuki,Anime
Sawano Hiroyuki,Soundtrack
Linked Horizon,Anime
Linked Horizon,Pop
YOSHIKI,Anime
YOSHIKI,Rock
YOSHIKI,Visual Kei
DJ Drewski,Drill
Funk Flex,Hip Hop
Omarion,R&B
Jay Sean,R&B
Jay Sean,Pop
Jay Sean,Hip Hop
Skrillex,Electronic
Alexandra Stan,Pop
Enrique Iglesias,Pop
Enrique Iglesias,Latin
Lost Frequencies,Electronic
Eddie Money,Rock
Eddie Money,Pop
Trey Songz,R&B
Cali Swag District,Hip Hop
Cali Swag District,Rap
Ludacris,Hip Hop
Timbaland,R&B
Timbaland,Pop
Timbaland,Hip Hop
Tinie Tempah,Grime
Alban Berg,Austrian Composer
Alban Berg,Classical
Alban Berg,Composer
Alban Berg,Twelve-Tone
Don Omar,Latin
3OH!3,2010S
3OH!3,Electronic
3OH!3,Crunkcore
3OH!3,Rock
Kris Allen,American Idol
Kris Allen,Pop
K’naan,Hip Hop
K’naan,Rap
K’naan,Pop
K’naan,World Reggae
The Saturdays,Pop
The Saturdays,Girl Group
Scouting for Girls,Rock
Scouting for Girls,Chart
Scouting for Girls,Indie
Scouting for Girls,Pop
Two Door Cinema Club,Indie
Two Door Cinema Club,Rock
Sugarland,Country
John Mayer,Singer-Songwriter
Edward Maya,Electronic
Edward Maya,Romanian
Edward Maya,Romanian Singer
INNA,Pop
Lil Spacely,Drill
Rick Astley,Adult Contemporary
Rick Astley,R&B
Rick Astley,Pop
Jawsh 685,English
Jawsh 685,Pop
Alok,Brazilian Bass
Alok,Electronic
Soulja Boy,Hip Hop
Soulja Boy,Rap
TM88,Hip Hop
TM88,Trap
Juicy J,Crunk
Jeremy Zucker,Alternative
Jeremy Zucker,Pop
Auliʻi Cravalho,Musical
KSI,Hip Hop
KSI,Rap
KSI,Trap
KAROL G,Latin
Little Mix,British
Little Mix,Electronic
Little Mix,Pop
Little Mix,Feminists
Little Mix,Get Weird
Doja Cat,Rock
Doja Cat,Hip Hop
Doja Cat,Nuno
Doja Cat,Pop
Liam Payne,Death By Fall
Liam Payne,Pop
TUYU,Pop
TUYU,Rock
TUYU,Vocaloid
Of Mice & Men,Metalcore
Of Mice & Men,Post-Hardcore
Of Mice & Men,Screamo
Of Mice & Men,Metal
Avenged Sevenfold,Metal
Avenged Sevenfold,Alternative Metal
Slipknot,Nu Metal
Slipknot,Metal
Slipknot,Alternative Metal
Slipknot,Rap
Slipknot,Heavy Metal
Hood,Ambient
Hood,Dreamgaze
Hood,Rock
Hood,Lo-fi
Leonz,No Genre
NerdOut,No Genre
Rebecca Zamolo,No Genre
Logan Hugueny-Clark,No Genre
Rayne,No Genre
The Living Tombstone,Electronic
ElyOtto,Pop
Ultradiox,No Genre
Lil Keed,Rap
CMTEN,Pop
100 gecs,Pop
100 gecs,Glitch
Verzache,Pop
Verzache,Electronic
ilyTOMMY,No Genre
Absofacto,2010S
Absofacto,2020S
Absofacto,Pop
Absofacto,Experimental
WILLOW,Nepo Baby
WILLOW,Rock
hooligan chase,No Genre
Sueco,No Genre
Tokyo’s Revenge,No Genre
Harry Styles,2020S
Harry Styles,Funk
Harry Styles,New Wave
Harry Styles,Nuno
Harry Styles,Pop
Freddie Dredd,Phonk
Official,No Genre
Rex Orange County,Pop
Savage Garden,Adult Contemporary
Savage Garden,Rock
Savage Garden,Australian
Savage Garden,Pop
Spinabenz,No Genre
2 Late,Drill
BØRNS,No Genre
BRS Kash,No Genre
CJ,Dembow
Claire Rosinkranz,Pop
Eduardo Luzquiños,No Genre
Nelly Furtado,Rock
Nelly Furtado,Canadian
Nelly Furtado,Electronic
Nelly Furtado,Folk
Tion Wayne,Drill
Tion Wayne,Grime
Tion Wayne,Uk Grime
Tion Wayne,Afroswing
Young Stoner Life,No Genre
Rell,R&B
50 Cent,Hip Hop
Fergie,R&B
Fergie,Pop
Fergie,Electronic
Fergie,Hip Hop
Kyary Pamyu Pamyu,Pop
Kyary Pamyu Pamyu,Shibuya-Kei
LïLMäR,No Genre
The Jackson 5,R&B
The Jackson 5,Christmas
10k.Caash,No Genre
Gaten Matarazzo,No Genre
Y2K,Trap
VGR,No Genre
Tierra Whack,R&B
mxmtoon,Pop
Kahoot!,_Add / Download 3 Newest Releases
Kahoot!,Company As Artist
Kahoot!,Soundtrack
Kahoot!,Vector Art
Valee,No Genre
Riton,Electronic
K Camp,Hip Hop
K Camp,Trap
ZaeHD & CEO,No Genre
Megan Thee Stallion,English
Megan Thee Stallion,Hip Hop
Megan Thee Stallion,Rap
BeatKing,New Orleans Bounce
Saweetie,Hip Hop
Saweetie,Rap
Saweetie,Trap
Tiagz,Dembow Belico
Tiagz,Electronic
SALES,Pop
BENEE,Pop
BENEE,English
Puri,Moombahton
Powfu,Rap
Powfu,Hip Hop
KBFR,No Genre
Avocuddle,Hip Hop
Avocuddle,Lo-fi
Monte Booker,No Genre
Blu DeTiger,No Genre
Julia Fischer,German Audiobook Reader
Alex Skrindo,No Genre
Vicetone,Electronic
Ashnikko,Pop
Ashnikko,Electronic
Ashnikko,Hip Hop
Suavé Don't Play,No Genre
Conkarah,Reggae
WAVE,Doujin
WAVE,Doujin Circle
WAVE,同人
WAVE,同人サークル
Lil Darkie,Trap
Queen,Rock
Queen,Beholder
Queen,British
Melanie Martinez,2010S
Melanie Martinez,2020S
Melanie Martinez,Pop
L'Trimm,Miami Bass
Auntie Hammy,No Genre
Kid Francescoli,Pop
Muddy Waters,Blues
Muddy Waters,Rock
Arizona Zervas,Hip Hop
Arizona Zervas,Rap
Arizona Zervas,Trap
Surfaces,Pop
JoeVille,No Genre
Yung Bae,Vaporwave
Yung Bae,Pop
Yung Bae,Nu Disco
Surf Mesa,Electronic
Surf Mesa,English
Hayseed Dixie,Bluegrass
Hayseed Dixie,Country
Kaash Paige,R&B
Yung Gravy,Hip Hop
Yung Gravy,Rap
Yung Gravy,Trap
Jufu,No Genre
DripReport,No Genre
Kuli,No Genre
iLOVEFRiDAY,No Genre
MadeinTYO,Hip Hop
MadeinTYO,Trap
Championxiii,No Genre
swimcoach,No Genre
Haiti Babii,No Genre
Bhad Bhabie,Hip Hop
Bhad Bhabie,Rap
Bhad Bhabie,Trap
Matthew Wilder,No Genre
Vinny West,Hyphy
girl in red,Pop
Supa Dupa Humble,No Genre
Beach Bunny,Pop
Beach Bunny,Rock
Paul Anka,Adult Standards
Peachy!,No Genre
LLusion,No Genre
B-Rock & The Bizz,Miami Bass
Regard,Electronic
Regard,Dj
Regard,English
Lucian Piane,No Genre
Miriam Healy-Louie,No Genre
Eazy-E,Rap
Eazy-E,Hip Hop
Eazy-E,G-Funk
Cuco,Pop
Mounika.,Lo-fi
Kero Kero Bonito,Pop
ABSRDST,Electronic
ABSRDST,Pop
The Gregory Brothers,Comedy
The Gregory Brothers,Parody
bill wurtz,Pop
bill wurtz,Lo-fi
M Huncho,Trap
Tessa Violet,Pop
SIX,Musical
Bandingo YGNE,No Genre
